page,car_name,model_variant,url,price_preview,main_image_url,name,model,prix,images,Moteur_and_Infos_techniques_Motorisation,Moteur_and_Infos_techniques_value,Moteur_and_Infos_techniques_Energie,Moteur_and_Infos_techniques_Puissance_fiscale,Moteur_and_Infos_techniques_Transmission,Moteur_and_Infos_techniques_Architecture,Moteur_and_Infos_techniques_Couple_maxi,Conso._and_performances_Conso_mixte,Conso._and_performances_value,Conso._and_performances_Vitesse_maxi,Conso._and_performances_Acceleration_0_100,Dimensions_and_volumes_Categorie,Dimensions_and_volumes_Carrosserie,Dimensions_and_volumes_Nombre_places,Dimensions_and_volumes_Poids_vide,Dimensions_and_volumes_value,Dimensions_and_volumes_Longueur,Dimensions_and_volumes_Largeur,Dimensions_and_volumes_Hauteur,Dimensions_and_volumes_Empattement,Sécurité_Airbags,Sécurité_ABS,Sécurité_ESP,Sécurité_Antipatinage,Sécurité_Aide_au_freinage_d'urgence,Sécurité_Antidémarrage_électronique,Sécurité_Aide_au_démarrage_en_côte,Sécurité_Sélecteur_de_mode_de_conduite,Sécurité_Détection_de_fatigue,Sécurité_Maintien_dans_la_voie,Sécurité_Détecteur_d'angle_mort,Sécurité_Détecteur_de_sous-gonflage,Sécurité_Fermeture_de_portes_auto.,Sécurité_Préparation_ISOFIX,Sécurité_Phares_antibrouillard,Sécurité_Système_d'alarme,Confort_Climatisation,Confort_Systeme_audio,Confort_Ordinateur_de_bord,Confort_Start_and_Stop,Confort_Régulateur_de_vitesse,Confort_Détecteur_de_pluie,Confort_Allumage_auto._des_feux,Confort_Frein_à_main_électrique,Confort_Ecran_tactile,Confort_Cockpit_digital,Confort_Reconnaissance_de_panneaux,Confort_Affichage_Tête-Haute,Confort_Aide_au_stationnement,Confort_Caméra_de_recul,Confort_Park_Assist_Auto.,Confort_Commandes_au_volant,Confort_Commandes_vocales,Confort_value,Confort_Rétros._électriques,Confort_Rétros._rabattables_électriques,Confort_Coffre_électrique,Confort_Mains_libres,Confort_Sièges_électriques,Confort_Sièges_élec._avec_mémoire,Confort_Banquette_arrière_rabattable_1/3-2/3,Confort_Navigation_GPS,Confort_WiFi_à_bord,Confort_Bluetooth,Confort_Compatibilité_smartphone,Confort_Chargeur/mobile_sans_fil,Esthétique_Jantes_aluminium,Esthétique_Sellerie,Esthétique_Volant_cuir,Esthétique_Follow-me_home,Esthétique_Lumière_d'ambiance,Esthétique_Feux_de_jour,Esthétique_Phares,Esthétique_Toit,Esthétique_Barres_de_toit,Esthétique_Vitres_sur-teintées,Confort_Vitres_électriques,Esthétique_value,Moteur_and_Infos_techniques_Cylindree,Conso._and_performances_Conso_ville,Conso._and_performances_Conso_route,Conso._and_performances_Emission_CO2,Confort_Hauteur,Esthétique_Jantes,Confort_Système_audio,Confort_Volant_réglable,Moteur_and_Infos_techniques_Palettes_au_volant
1,Dacia Logan,1.5 dCi 95 Expression,https://www.wandaloo.com/neuf/dacia/logan/fiche-technique/1-5-dci-95-expression/18706.html,163.000DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg,DACIA Logan1.5 dCi 95 Expression neuve au Maroc - Fiche Technique,Mon comparatif,163.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan-.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.5 dCi 95,ch,Diesel,6cv,2 roues motrices ( 2WD ou 4x2 ),4 cylindres en ligne,220Nm,"4,1l/100 km",sec.,172km/h,"13,9sec.",Citadine,Citadine tricorps,5,1.012kg,litre,435cm,173cm,152cm,263cm,2,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,Vitres électriquesElectrique AV,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,NO,Tissu,NO,NO,NO,OUI,Standard,Rigide,NO,NO,,,1.461cm³,"5,5l/100 km","3,8l/100 km",106g/km,et Profondeur,,,,
1,Dacia Logan,1.5 dCi 95 Journey,https://www.wandaloo.com/neuf/dacia/logan/fiche-technique/1-5-dci-95-journey/19741.html,172.500DH,https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg,DACIA Logan1.5 dCi 95 Journey neuve au Maroc - Fiche Technique,Mon comparatif,172.500DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan-.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-bigster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-duster.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-logan.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia-sandero.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Bigster-2025-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Spring-2023-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Logan-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Duster-2022-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2018-neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/DACIA-Lodgy-Stepway-2016-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2016-neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Logan-2-2014-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Sandero-2016-neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/dacia/Dacia-Duster-2016-neuve-Maroc-12.jpg,1.5 dCi 95,ch,Diesel,6cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,220Nm,"4,1l/100 km",sec.,172km/h,"13,9sec.",Citadine,Citadine tricorps,5,1.012kg,litre,435cm,173cm,152cm,263cm,4,OUI,OUI,NO,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,OUI,NO,NO,NO,OUI,NO,NO,NO,,,NO,OUI,NO,Vitres électriquesElectrique AV/AR,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,NO,NO,,Tissu,NO,NO,NO,,full LED,Rigide,NO,NO,,Feux de jourLED,1.461cm³,"5,5l/100 km","3,8l/100 km",106g/km,et Profondeur,aluminium16 pouces,,,
1,Fiat Fiorino,1.3 Multijet 75 Cargo,https://www.wandaloo.com/neuf/fiat/fiorino/fiche-technique/1-3-multijet-75-cargo/20248.html,143.500DH,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg,FIAT Fiorino1.3 Multijet 75 Cargo neuve au Maroc - Fiche Technique,Mon comparatif,143.500DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600-MHEV-neuve-Maroc-2025-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2024-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600e-2024-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2023-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500-2017-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500C-2017-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-Hatchback-2017-neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-2017-neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500C-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500L-Neuve-Maroc-2013-03.jpg,1.3 Multijet 75,ch,Diesel,5cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,190Nm,"4,3l/100 km",sec.,165km/h,"14,9sec.",Ludospace / Utilitaire,Ludospace,5,1.185kg,litre,395cm,171cm,172cm,251cm,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,Rigide,NO,NO,NO,Phares,1.248cm³,"4,7l/100 km","3,8l/100 km",105g/km,,,NO,NO,
1,Fiat Fiorino,1.3 Multijet 75 Combi Clim,https://www.wandaloo.com/neuf/fiat/fiorino/fiche-technique/1-3-multijet-75-combi-clim/20249.html,149.300DH,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg,FIAT Fiorino1.3 Multijet 75 Combi Clim neuve au Maroc - Fiche Technique,Mon comparatif,149.300DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600-MHEV-neuve-Maroc-2025-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2024-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600e-2024-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2023-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500-2017-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500C-2017-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-Hatchback-2017-neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-2017-neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500C-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500L-Neuve-Maroc-2013-03.jpg,1.3 Multijet 75,ch,Diesel,5cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,190Nm,"4,3l/100 km",sec.,165km/h,"14,9sec.",Ludospace / Utilitaire,Ludospace,5,1.185kg,litre,395cm,171cm,172cm,251cm,2,OUI,NO,NO,NO,OUI,NO,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Vitres électriquesElectrique AV,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Tissu,NO,NO,NO,NO,Standard,Rigide,NO,NO,,,1.248cm³,"4,7l/100 km","3,8l/100 km",105g/km,,,,,
1,Fiat Fiorino,1.3 Multijet 75 Anniversary,https://www.wandaloo.com/neuf/fiat/fiorino/fiche-technique/1-3-multijet-75-anniversary/20251.html,155.000DH,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg,FIAT Fiorino1.3 Multijet 75 Anniversary neuve au Maroc - Fiche Technique,Mon comparatif,155.000DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600-MHEV-neuve-Maroc-2025-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2024-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600e-2024-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2023-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500-2017-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500C-2017-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-Hatchback-2017-neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-2017-neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500C-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500L-Neuve-Maroc-2013-03.jpg,1.3 Multijet 75,ch,Diesel,5cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,190Nm,"4,3l/100 km",sec.,165km/h,"14,9sec.",Ludospace / Utilitaire,Ludospace,5,1.185kg,litre,395cm,171cm,172cm,251cm,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,Rigide,NO,NO,NO,Phares,1.248cm³,"4,7l/100 km","3,8l/100 km",105g/km,,,NO,NO,
1,Fiat Fiorino,1.3 Multijet 75 Combi 120,https://www.wandaloo.com/neuf/fiat/fiorino/fiche-technique/1-3-multijet-75-combi-120/20250.html,159.100DH,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg,FIAT Fiorino1.3 Multijet 75 Combi 120 neuve au Maroc - Fiche Technique,Mon comparatif,159.100DH ** Prix public,https://www.wandaloo.com/files/Voiture-Neuve/fiat-fiorino.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600-MHEV-neuve-Maroc-2025-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2024-Neuve-Maroc-09.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-600e-2024-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-Doblo-2023-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500-2017-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/FIAT-500C-2017-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-Hatchback-2017-neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-Tipo-2017-neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500C-Neuve-Maroc-08.jpg; https://www.wandaloo.com/files/Voiture-Neuve/fiat/Fiat-500L-Neuve-Maroc-2013-03.jpg,1.3 Multijet 75,ch,Diesel,5cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,190Nm,"4,3l/100 km",sec.,165km/h,"14,9sec.",Ludospace / Utilitaire,Ludospace,5,1.185kg,litre,395cm,171cm,172cm,251cm,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OUI,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,Rigide,NO,NO,NO,Phares,1.248cm³,"4,7l/100 km","3,8l/100 km",105g/km,,,NO,NO,
2,Kia Picanto,1.0 l 67 Motion,https://www.wandaloo.com/neuf/kia/picanto/fiche-technique/1-0-l-67-motion/19811.html,145.900DH,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg,KIA Picanto1.0 l 67 Motion neuve au Maroc - Fiche Technique,Mon comparatif,159.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV9-2024-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2024-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV6-2023-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-NIRO-HEV-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Sonet-2022-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Carnival-2022-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Stinger-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-K5-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Niro-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Seltos-2020-Neuve-Maroc-10.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-ProCeed-2019-Neuve-Maroc-14.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Rio-2020-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Ceed-2019-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2018-Neuve-Maroc-01.jpg,1.0 l MPI 67,ch,Essence,6cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres,96Nm,"4,9l/100 km",sec.,155km/h,-sec.,Micro citadine,Micro citadine,5,-kg,litre,360cm,160cm,149cm,240cm,2,OUI,NO,NO,NO,OUI,NO,NO,NO,NO,NO,NO,OUI,OUI,OUI,OUI,manuelle,"Radio, USB",OUI,NO,NO,NO,OUI,NO,OUI,OUI,NO,NO,NO,,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,,OUI,NO,Tissu,OUI,NO,NO,OUI,Standard,Rigide,NO,NO,,,998cm³,"5,9l/100 km","4,4l/100 km",106g/km,,,,,
2,Kia Picanto,1.0 l 67 BVA Motion,https://www.wandaloo.com/neuf/kia/picanto/fiche-technique/1-0-l-67-bva-motion/19812.html,161.000DH,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg,KIA Picanto1.0 l 67 BVA Motion neuve au Maroc - Fiche Technique,Mon comparatif,169.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV9-2024-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2024-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV6-2023-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-NIRO-HEV-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Sonet-2022-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Carnival-2022-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Stinger-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-K5-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Niro-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Seltos-2020-Neuve-Maroc-10.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-ProCeed-2019-Neuve-Maroc-14.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Rio-2020-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Ceed-2019-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2018-Neuve-Maroc-01.jpg,1.0 l MPI 67 BVA,ch,Essence,6cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres,96Nm,"4,9l/100 km",sec.,150km/h,-sec.,Micro citadine,Micro citadine,5,-kg,litre,360cm,160cm,149cm,240cm,2,OUI,NO,NO,NO,OUI,NO,NO,NO,NO,NO,NO,OUI,OUI,OUI,OUI,manuelle,"Radio, USB",OUI,NO,NO,NO,OUI,NO,OUI,OUI,NO,NO,NO,,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,NO,NO,NO,OUI,NO,NO,OUI,,OUI,NO,Tissu,OUI,NO,NO,OUI,Standard,Rigide,NO,NO,,,998cm³,"5,9l/100 km","4,4l/100 km",106g/km,,,,,
2,Kia Picanto,1.2 l 84 BVA GT line,https://www.wandaloo.com/neuf/kia/picanto/fiche-technique/1-2-l-84-bva-gt-line/19813.html,183.000DH,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg,KIA Picanto1.2 l 84 BVA GT line neuve au Maroc - Fiche Technique,Mon comparatif,189.900DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/kia-picanto.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV9-2024-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2024-Neuve-Maroc-02.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-EV6-2023-Neuve-Maroc-11.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-NIRO-HEV-2023-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Sonet-2022-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Carnival-2022-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Stinger-2021-Neuve-Maroc-04.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-K5-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Niro-2020-Neuve-Maroc-05.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Seltos-2020-Neuve-Maroc-10.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-ProCeed-2019-Neuve-Maroc-14.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Rio-2020-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Ceed-2019-Neuve-Maroc-16.jpg; https://www.wandaloo.com/files/Voiture-Neuve/kia/KIA-Picanto-2018-Neuve-Maroc-01.jpg,1.2 l MPI 84 BVA,ch,Essence,6cv,2 roues motrices ( 4x2 ou 2WD ),3 cylindres,115Nm,"5,2l/100 km",sec.,160km/h,-sec.,Micro citadine,Micro citadine,5,-kg,litre,360cm,160cm,149cm,240cm,2,OUI,OUI,OUI,NO,OUI,OUI,NO,NO,NO,NO,OUI,OUI,OUI,OUI,OUI,manuelle,"Radio, USB",OUI,NO,NO,NO,OUI,NO,OUI,OUI,NO,NO,,,NO,OUI,OUI,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,OUI,NO,NO,NO,NO,OUI,NO,NO,OUI,,OUI,,Cuir,OUI,NO,NO,,full LED,Rigide,NO,NO,,Feux de jourLED,1.248cm³,"6,2l/100 km","4,6l/100 km",112g/km,,aluminium15 pouces,,,
2,MG MG3,1.5 l MT Excite,https://www.wandaloo.com/neuf/mg/mg3/fiche-technique/1-5-l-mt-excite/20379.html,149.000DH,https://www.wandaloo.com/files/Voiture-Neuve/mg-mg3.jpg,MG MG31.5 l MT Excite neuve au Maroc - Fiche Technique,Mon comparatif,172.000DH *promo,https://www.wandaloo.com/files/Voiture-Neuve/mg-mg3.jpg; https://www.wandaloo.com/files/Voiture-Neuve/honda-jazz.jpg; https://www.wandaloo.com/files/Voiture-Neuve/opel-corsa.jpg; https://www.wandaloo.com/files/Voiture-Neuve/peugeot-208.jpg; https://www.wandaloo.com/files/Voiture-Neuve/renault-clio.jpg; https://www.wandaloo.com/files/Voiture-Neuve/seat-ibiza.jpg; https://www.wandaloo.com/files/Voiture-Neuve/toyota-yaris-hev.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-HS-2025-Neuve-Maroc-12.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-3-HEV-2025-Neuve-Maroc-01.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-Marvel-R-2024-Neuve-Maroc-03.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-ZS-2024-Neuve-Maroc-13.jpg; https://www.wandaloo.com/files/Voiture-Neuve/mg/MG-5-Neuve-Maroc-09.jpg,1.5 VTI-Tech 106,ch,Essence,9cv,2 roues motrices ( 4x2 ou 2WD ),4 cylindres en ligne,135Nm,"5,8l/100 km",sec.,184km/h,"10,4sec.",Citadine,Citadine,5,1.577kg,litre,405cm,172cm,152cm,252cm,4,OUI,OUI,OUI,OUI,OUI,OUI,NO,NO,NO,NO,NO,OUI,OUI,OUI,NO,manuelle,"Radio, USB",OUI,NO,NO,NO,NO,NO,OUI,NO,NO,NO,,,NO,NO,NO,Compatibilité smartphoneApple CarPlay® & Android Auto®,OUI,NO,NO,,NO,NO,OUI,NO,NO,NO,,NO,,Cuir / Tissu,NO,NO,NO,OUI,Standard,Rigide,NO,NO,,,1.498cm³,"7,5l/100 km","4,9l/100 km",136g/km,et Profondeur,aluminium15 pouces,,,
